Active or Inactive Business,Tax Type,Retail Permit Number,Consolidated Number,Name of Business,Address of the Business,State,County Name,Registration County Number,Business Location County Number,Department City Code,City Location of Business,Business Zip Code,NAICS code,Description of type of NAICS code,Date Permit was Issued,Date Permit was Cancelled
Active,Retail Sales,305603121,305603021,"HG OPERATIONS, HELLO GARAGE OF KC, HELLO GARAGE OF DES MOINES",9850 DOUGLAS AVE,IA,Polk,0.0,77,3.0,URBANDALE,50322-2153,238190.0,"Other Foundation, Structure, and Building Exterior Contractors",2025-01-01T00:00:00.000,
Active,Retail Sales,308202613,308202613,"CHARTWELL PHARMACY LLC, SERVIAM PHARMACY OF COUNCIL BLUFFS",11682 S KENTON ST,KS,,0.0,0,,OLATHE,66061-8544,456110.0,Pharmacies and Drug Retailers,2023-05-01T00:00:00.000,
Inactive,Consumer Use,977009970,977009970,"DEAL OF TODAY; MARTINEZ, MARICELA LOPEZ",5202 SE 31ST CT,IA,Polk,77.0,77,1.0,DES MOINES,50320-2157,4539.0,Other Miscellaneous Store Retailers,2021-07-28T00:00:00.000,2022-06-30T00:00:00.000
Inactive,Retail Sales,107042448,,"HANSON, KIMBERLY; ECCENTRICS",1507 ROBIN RD,IA,Black Hawk,7.0,7,1.0,WATERLOO,50701-3644,4539.0,Other Miscellaneous Store Retailers,2018-07-24T00:00:00.000,2019-04-01T00:00:00.000
Active,Retail Sales,190015954,,"THOMPSON, RONALD E; COPPERHEAD MAINTENANCE LLC",20673 COPPERHEAD RD,IA,Wapello,90.0,90,1.0,OTTUMWA,52501-8581,5617.0,Services to Buildings and Dwellings,2011-05-01T00:00:00.000,
Inactive,Retail Sales,685504922,,"KLOFT, KRISTIN A; KLOFT,KRISTIN A",4265 WILLOW LANCASTER,IA,Story,85.0,85,1.0,AMES,50013-2018,,,2001-02-05T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,308608519,308608419,"JORDAN'S HILLSIDE ACRES; JORDAN, SHARON M; FARMHOUSE CREATIONS",1322 220TH ST,IA,Montgomery,69.0,69,1.0,RED OAK,51566-4428,,,2023-05-01T00:00:00.000,
Active,Consumer Use,305400720,305400720,"MAYER DAY, DIANE",301 W 11TH ST,IA,Muscatine,70.0,70,1.0,MUSCATINE,52761-3338,,,2025-01-10T00:00:00.000,
Active,Retail Sales,300803025,300802925,"VIVENTE!, LLC; BARRETT, MEGAN; GRAHAM'S GAME CAFÃ‰",123 W JEFFERSON ST,IA,Madison,61.0,61,1.0,WINTERSET,50273-1546,713120.0,Amusement Arcades,2023-05-26T00:00:00.000,
Active,Retail Sales,309105718,309105518,LEMARS HOSPITALITY LLC,1314 12TH ST SW,IA,Plymouth,97.0,75,1.0,LEMARS,51031-1834,721110.0,Hotels (except Casino Hotels) and Motels,2023-05-01T00:00:00.000,
Active,Remote Sales,200184603,200184603,KONTOOR US LLC,PO BOX 20807,NC,,0.0,0,,GREENSBORO,27420-0807,,,2020-08-01T00:00:00.000,
Inactive,Retail Sales,178026995,,"SELANDER, JANNA N; J SELANDER LLC",135 BENNETT AVE,IA,Pottawattamie,78.0,78,1.0,COUNCIL BLUFFS,51503-5202,54192.0,Photographic Services,2020-07-22T00:00:00.000,2022-04-23T00:00:00.000
Active,Remote Sales,200155224,200155224,HT BERRY COMPANY INC,PO BOX B,MA,,0.0,0,,CANTON,02021-0320,4239.0,Miscellaneous Durable Goods Merchant Wholesalers,2007-03-01T00:00:00.000,
Active,Retail Sales,300409028,300408928,"DPI INK USA, DOTZPERINCH, HEADQUARTERS",33131 165TH ST,IA,,25.0,25,,MADRID,50156-5536,323113.0,Commercial Screen Printing,2023-10-01T00:00:00.000,
Inactive,Remote Sales,200160610,200160610,MAPLE LEAF MEDICAL SERVICES LLC,127 S STATE ST # A,IL,,0.0,0,,GENESEO,61254-1347,,,2011-01-01T00:00:00.000,2021-12-31T00:00:00.000
Inactive,Consumer Use,903000522,903000522,"WAUKON SPORTS CAMPS; GHEGAN, CHARLES B",810 2ND AVE NW,IA,Allamakee,3.0,3,1.0,WAUKON,52172-1520,7112.0,Spectator Sports,2019-01-21T00:00:00.000,2022-06-30T00:00:00.000
Active,Retail Sales,308504311,308504311,PERFECT PEST CONTROL LLC,2455 BOBWHITE DR,IA,Muscatine,70.0,70,1.0,MUSCATINE,52761-8440,561710.0,Exterminating and Pest Control Services,2023-03-27T00:00:00.000,
Active,Retail Sales,S00234030,S00234030,THOMAS JEFFERSON FOUNDATION INC,PO BOX 316,VA,,0.0,0,,CHARLOTTESVILLE,22902-0316,7121.0,"Museums, Historical Sites, and Similar Institutions",2021-09-01T00:00:00.000,
Active,Retail Sales,125014978,,SHORTS LAWN CARE LLC,1608 TAYLOR ST,IA,Dallas,25.0,25,5.0,REDFIELD,50233-7731,561730.0,Landscaping Services,2017-05-01T00:00:00.000,
Active,Remote Sales,200126287,200126287,EL MECH INC,6201 W HOWARD ST STE 212,IL,,0.0,0,,NILES,60714-3435,,,1989-03-01T00:00:00.000,
Active,Retail Sales,159004166,,"SMITH, HEATHER; PAMPER ME",120 S MAIN ST,IA,Lucas,59.0,59,1.0,CHARITON,50049-1843,8121.0,Personal Care Services,2007-02-01T00:00:00.000,
Inactive,Retail Sales,303706112,170013847,"GOFF, LEVI Q; SUNRISE SELLERS",10161 SUTTON DR,IA,Polk,70.0,77,3.0,URBANDALE,50322-6331,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2022-02-06T00:00:00.000,2023-04-17T00:00:00.000
Inactive,Retail Sales,100003110,,TUNNELBEAR LLC,2821 MISSION COLG BLVD,CA,,7.0,0,,SANTA CLARA,95054-0000,5112.0,Software Publishers,2019-03-07T00:00:00.000,2022-08-31T00:00:00.000
Active,Retail Sales,157054105,9602,REDBOX AUTOMATED RETAIL LLC,2711 MOUNT VERNON RD SE,IA,Linn,0.0,57,1.0,CEDAR RAPIDS,52403-3551,3399.0,Other Miscellaneous Manufacturing,2011-05-12T00:00:00.000,
Active,Remote Sales,200180296,200180296,HRM USA INC,49 RICHARD RD,PA,,0.0,0,,WARMINSTER,18974-1512,459110.0,Sporting Goods Retailers,2018-07-01T00:00:00.000,
Active,Retail Sales,308500822,308500822,"TAX STATUS INC, TAXSTATUS",5605 FM 423,TX,,0.0,0,,FRISCO,75036-8960,513210.0,Software Publishers,2025-10-15T00:00:00.000,
Active,Retail Sales,191003212,1321,"FAREWAY STORES INC, FAREWAY STORES, INC., FAREWAY #657",1309 W 2ND AVE,IA,Warren,77.0,91,1.0,INDIANOLA,50125-2132,445110.0,Supermarkets and Other Grocery Retailers (except Convenience Retailers),1965-09-01T00:00:00.000,
Inactive,Retail Sales,625508434,,"WRIGHT, KAREN M; WRIGHT,KAREN M",1948 205TH PL,IA,Dallas,25.0,25,13.0,MINBURN,50167-0000,,,2004-01-05T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,309405419,309405419,ALL FUR LOVE PET GROOMING & BOUTIQUE,1360 LAKE ST,IA,Dickinson,30.0,30,2.0,SPIRIT LAKE,51360-1100,,,2023-06-12T00:00:00.000,
Active,Retail Sales,120003488,,"HGI - LAKESIDE, LLC; TERRIBLES LAKESIDE CASINO",777 CASINO DR,IA,Clarke,20.0,20,1.0,OSCEOLA,50213-8298,7132.0,Gambling Industries,2005-01-01T00:00:00.000,
Active,Retail Sales,115008035,,"JENSEN, JO BETH; JBJ CLEANING SERVICE",509 MAPLE ST,IA,Cass,15.0,15,1.0,ATLANTIC,50022-1310,5617.0,Services to Buildings and Dwellings,2015-05-01T00:00:00.000,
Inactive,Remote Sales,200180193,200180193,PURPLEHAYES TOURING INC,PO BOX 340020,TN,,0.0,0,,NASHVILLE,37203-0020,711510.0,"Independent Artists, Writers, and Performers",2018-02-24T00:00:00.000,2025-02-11T00:00:00.000
Inactive,Retail Sales,177086815,,"SISOUVANH, CHAMNIANE; SISOUVANH,CHAMNIANE",3312 INDIANOLA AVE,IA,Polk,77.0,77,1.0,DES MOINES,50315-2961,8121.0,Personal Care Services,1994-04-01T00:00:00.000,2022-06-07T00:00:00.000
Active,Retail Sales,164014462,,"STALZER, BROOKE A; STALZER,BROOKE A",118 W MAIN ST,IA,Marshall,64.0,64,1.0,MARSHALLTOWN,50158-5844,8121.0,Personal Care Services,2014-06-01T00:00:00.000,
Inactive,Retail Sales,S00162456,S00162456,HARKE ENTERPRISES LLC,501 13TH ST,NY,,0.0,0,,BROOKLYN,11215-7184,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2020-04-02T00:00:00.000,2020-05-31T00:00:00.000
Active,Retail Sales,309106826,309106826,BS HOBBY SHOP,5202 UNIVERSITY AVE,IA,Black Hawk,7.0,7,2.0,CEDAR FALLS,50613-6249,423990.0,Other Miscellaneous Durable Goods Merchant Wholesalers,2025-07-15T00:00:00.000,
Active,Retail Sales,107039405,,"BARILLAS, JOSE A; LUNA BODY SHOP",1604 JEFFERSON ST,IA,Black Hawk,7.0,7,1.0,WATERLOO,50702-1243,81112.0,"Automotive Body, Paint, Interior, and Glass Repair",2010-11-25T00:00:00.000,
Active,Retail Sales,307306819,307306819,"BLANKS PRINTING & IMAGING, INC.",4320 WINFIELD RD STE 200,IL,,0.0,0,,WARRENVILLE,60555-4023,323113.0,Commercial Screen Printing,2023-03-01T00:00:00.000,
Active,Retail Sales,302608023,302608023,"TAILWIND ACRES, LLC",20302 180TH ST,IA,Howard,45.0,45,1.0,CRESCO,52136-8339,111422.0,Floriculture Production,2024-05-15T00:00:00.000,
Active,Retail Sales,S00228435,S00228435,QP 3D AQUISITION INC,620 S INDUSTRIAL WAY,WA,,0.0,0,,SEATTLE,98108-5236,333310.0,Commercial and Service Industry Machinery Manufacturing,2021-08-01T00:00:00.000,
Active,Retail Sales,309901727,309901727,"WELLER, ADAM J",702 WILD PINE CT,IA,Linn,57.0,57,10.0,SPRINGVILLE,52336-7700,441120.0,Used Car Dealers,2026-04-01T00:00:00.000,
Active,Retail Sales,192009066,,"LEON, RIGOBERTO; TEQUILA WINE & SPIRITS",215 1ST ST S,IA,Washington,92.0,92,2.0,KALONA,52247-0000,445320.0,"Beer, Wine, and Liquor Retailers",2018-07-01T00:00:00.000,
Inactive,Retail Sales,104005620,,RUBBERMAID INC,RR 1 INDUSTRIAL PARK,IA,Appanoose,4.0,4,1.0,CENTERVILLE,52544-0000,3261.0,Plastics Product Manufacturing,1986-04-01T00:00:00.000,2023-11-27T00:00:00.000
Active,Retail Sales,309202428,309202328,"GULLY WASHED FRUIT WINERY LLC, GULLY WASHED FRUIT WINERY, LLC, GULLY WASHED FRUIT WINERY",2559 QUINCY RD NE,IA,Johnson,52.0,52,5.0,SOLON,52333-9680,445320.0,"Beer, Wine, and Liquor Retailers",2026-01-04T00:00:00.000,
Active,Retail Sales,301100122,301100122,"COLDESI, INC",4537 S DALE MABRY HWY,FL,,0.0,0,,TAMPA,33611-1425,,,2024-01-01T00:00:00.000,
Active,Retail Sales,156014344,9602,REDBOX AUTOMATED RETAIL LLC,2639 AVENUE L,IA,Lee,0.0,56,1.0,FORT MADISON,52627-3840,3399.0,Other Miscellaneous Manufacturing,2010-03-19T00:00:00.000,
Active,Retail Sales,303604724,303604624,"SHOES FOR CREWS; WATROS, DONALD",5000 T REX AVE STE 100,FL,,0.0,0,,BOCA RATON,33431-4492,424310.0,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",2024-07-01T00:00:00.000,
Inactive,Retail Sales,197037172,480,"CARIBOU COFFEE COMPANY, INC & AFFILIATES; CARIBOU #1155",2939 HAMILTON BLVD,IA,Woodbury,0.0,97,1.0,SIOUX CITY,51104-2405,722515.0,Snack and Nonalcoholic Beverage Bars,2015-01-01T00:00:00.000,2024-01-31T00:00:00.000
Active,Retail Sales,304709921,304709921,"STOKKA DIVERSIFIED INTERESTS, INC.",2704 70TH ST,IA,Polk,77.0,77,3.0,URBANDALE,50322-4834,551112.0,Offices of Other Holding Companies,2024-07-01T00:00:00.000,
Inactive,Retail Sales,677522014,,"KLING, JANENE L; KLING,JANENE L",11965 NE 68TH ST,IA,Polk,77.0,77,11.0,BONDURANT,50035-1199,,,2014-07-01T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Consumer Use,931001929,931001929,"TO-NE OF IOWA INC, BURGER KING",250 S LOCUST ST,IA,Dubuque,31.0,31,1.0,DUBUQUE,52003-7416,722513.0,Limited-Service Restaurants,2011-12-01T00:00:00.000,2022-06-30T00:00:00.000
Inactive,Consumer Use,924000336,924000336,"COLONIAL MANORS OF MANILLA INC, MANILLA MANOR",146 N 5TH ST,IA,Crawford,24.0,24,4.0,MANILLA,51454-7706,623.0,Nursing and Residential Care Facilities,1976-04-01T00:00:00.000,2021-09-29T00:00:00.000
Active,Retail Sales,197032397,8994,"CONSOLIDATED ELECTRICAL DISTRIBUTORS INC, CONSOLIDATED ELECTRICAL DISTRIBUTOR",520 LEWIS BLVD,IA,Woodbury,0.0,97,1.0,SIOUX CITY,51101-2242,424910.0,Farm Supplies Merchant Wholesalers,2001-01-02T00:00:00.000,
Active,Retail Sales,305707127,305707027,"NASUS MANAGEMENT LLC; STIERS, SUSAN M; PRIMARY",1010 STONE HILL HWY,MO,,0.0,0,,HERMANN,65041-1207,425120.0,Wholesale Trade Agents and Brokers,2025-02-10T00:00:00.000,
Active,Retail Sales,301309324,301309324,MUSCATINE COUNTY REPUBLICANS,PO BOX 1444,IA,Muscatine,70.0,70,1.0,MUSCATINE,52761-0024,,,2023-01-02T00:00:00.000,
Inactive,Retail Sales,S00067003,S00067003,PINNACLE COMMUNICATIONS CORPORATION,313 NP AVE N,ND,,0.0,0,,FARGO,58102-4835,4539.0,Other Miscellaneous Store Retailers,2016-05-01T00:00:00.000,2020-04-30T00:00:00.000
Inactive,Retail Sales,177129754,,WESTSIDE SMART HOME TECHNOLOGY,2877 99TH ST,IA,Polk,77.0,77,3.0,URBANDALE,50322-3858,5415.0,Computer Systems Design and Related Services,2019-04-01T00:00:00.000,2020-12-31T00:00:00.000
Active,Retail Sales,163009259,8836,"MURPHY OIL USA INC, MURPHY OIL USA, INC., MURPHY USA #6518",906 W BELL AVE,IA,Marion,0.0,63,1.0,KNOXVILLE,50138-3168,457110.0,Gasoline Stations with Convenience Stores,2000-06-01T00:00:00.000,
Inactive,Retail Sales,625506475,,"MATHES, HEIDI D; MATHES,HEIDI D",915 SO 11TH ST,IA,Dallas,25.0,25,2.0,ADEL,50003-0000,,,2002-04-19T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,685507697,,"JACKSON, JOEL E; JACKSON,JOEL E",304 LYNN AVE APT 7,IA,Story,85.0,85,1.0,AMES,50014-0000,,,2003-05-15T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,117019710,,"VAN SYOC, MANDY; LIVE LIFE APPAREL",6 WILLIAMSBURG CIR,IA,Cerro Gordo,17.0,17,1.0,MASON CITY,50401-4514,4481.0,Clothing Stores,2019-06-01T00:00:00.000,2020-01-01T00:00:00.000
Active,Retail Sales,185014346,,"LIGHT, KEITH B; SATELLITE COMMUNICATIONS",113 MAIN ST,IA,Story,85.0,85,1.0,AMES,50010-6359,5151.0,Radio and Television Broadcasting,1990-01-01T00:00:00.000,
Active,Retail Sales,304607419,304607119,"KATES KOOKIES, POLK COUNTY",14983 150TH ST,IA,Dallas,25.0,25,1.0,PERRY,50220-6209,722330.0,Mobile Food Services,2022-05-01T00:00:00.000,
Active,Retail Sales,309409114,309409114,KYZEN CORPORATION,430 HARDING INDUSTRIAL DR,TN,,0.0,0,,NASHVILLE,37211-3106,325612.0,Polish and Other Sanitation Good Manufacturing,2023-07-01T00:00:00.000,
Active,Retail Sales,306108722,306108722,"OWL HOLDINGS LLC, OWL STORAGE SOLUTIONS",PO BOX 813,IA,Jackson,49.0,49,1.0,MAQUOKETA,52060-0813,531130.0,Lessors of Miniwarehouses and Self-Storage Units,2024-05-01T00:00:00.000,
Inactive,Retail Sales,192008944,,"LEET, ANN C; NEEDLE & THREAD",122 W MAIN ST,IA,Washington,92.0,92,1.0,WASHINGTON,52353-2003,459130.0,"Sewing, Needlework, and Piece Goods Retailers",2017-03-01T00:00:00.000,2022-06-30T00:00:00.000
Active,Retail Sales,S00498630,S00498630,BEAUTY FROM BEES INC,PO BOX 163,AB,,0.0,0,,MARWAYNE,T0B2X-0,455219.0,All Other General Merchandise Retailers,2026-01-27T00:00:00.000,
Inactive,Retail Sales,301105925,301105825,"SMITH, CHRISTY R; HOME",1238 HEIRES AVE BLDG,IA,Carroll,14.0,14,1.0,CARROLL,51401-3328,8113.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Main,2023-11-24T00:00:00.000,2024-03-09T00:00:00.000
Active,Retail Sales,197033103,,"WILDE, KEITH M; WILDE AUTO REPAIR",800 14TH ST,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51105-1558,4413.0,"Automotive Parts, Accessories, and Tire Retailers",2002-12-03T00:00:00.000,
Active,Retail Sales,178026634,,"BARDSLEY, DENNIS C; DB PROCESS SERVICE",350 HIGHWAY AVE,IA,Pottawattamie,78.0,78,14.0,UNDERWOOD,51576-5011,561730.0,Landscaping Services,2019-10-01T00:00:00.000,
Active,Retail Sales,178026920,,"LEGACY APPLE III LLC, LEGACY APPLE III, LLC, APPLEBEES",3000 DIAL DR,IA,Pottawattamie,78.0,78,1.0,COUNCIL BLUFFS,51501-0000,722511.0,Full-Service Restaurants,2020-04-15T00:00:00.000,
Active,Remote Sales,200138109,200138109,"OMNI INTERNATIONAL RAIL PROD INC, OMNI PRODUCTS INC",3911 W DAYTON ST,IL,,0.0,0,,MCHENRY,60050-8377,,,1994-05-01T00:00:00.000,
Active,Consumer Use,968000176,968000176,SINNOTT FUNERAL HOME INC,633 N A ST,IA,Monroe,68.0,68,1.0,ALBIA,52531-1037,812210.0,Funeral Homes and Funeral Services,2015-07-01T00:00:00.000,
Active,Retail Sales,193004133,,"SHANKS FARMS LLC, BOWLING GREEN LANES",905 N WASHINGTON ST,IA,Wayne,93.0,93,1.0,CORYDON,50060-8887,713950.0,Bowling Centers,2020-11-03T00:00:00.000,
Inactive,Retail Sales,655519175,,"THILGES, RONALD G; THILGES FAMILY SAUSAGE HAUS",413 BROAD ST,IA,Kossuth,55.0,55,9.0,WHITTEMORE,50598-8512,,,2012-07-13T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,808627,S00058995,AMAZING EZ SCREEN PORCH WNDWS LLC,563 SHOREVIEW PK RD,MN,,0.0,0,,SHOWERVIEW,55126-0000,423820.0,Farm and Garden Machinery and Equipment Merchant Wholesalers,2015-07-01T00:00:00.000,
Inactive,Retail Sales,182018424,,WHITE ROOFING CO INC,960 E LE CLAIRE RD,IA,Scott,82.0,82,7.0,ELDRIDGE,52748-0000,2381.0,"Foundation, Structure, and Building Exterior Contractors",1974-09-01T00:00:00.000,2025-06-30T00:00:00.000
Inactive,Retail Sales,306302419,306302319,"SUNRISE ELECTRIC HOLDINGS LLC, SUNRISE ELECTRIC, ADDISON WAREHOUSE",130 S ADDISON RD,IL,,0.0,0,,ADDISON,60101-3865,423610.0,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",2022-09-01T00:00:00.000,2024-12-31T00:00:00.000
Active,Retail Sales,161005909,,"TARLTON, TRACY K; MAMA TS",1812 MAPLE CT,IA,Madison,61.0,61,1.0,WINTERSET,50273-8240,4481.0,Clothing Stores,2021-01-01T00:00:00.000,
Active,Retail Sales,122007853,,"CRANDALL, BILLY; J&B SADDLES",102 BUCHANAN ST,IA,Clayton,22.0,22,18.0,VOLGA,52077-8061,459110.0,Sporting Goods Retailers,2004-02-01T00:00:00.000,
Active,Retail Sales,134006538,,"KUYKENDALL, JAMES C; JIMS DENT REPAIR",1716 SHADOW AVE,IA,Floyd,34.0,34,1.0,CHARLES CITY,50616-9002,81112.0,"Automotive Body, Paint, Interior, and Glass Repair",2000-07-10T00:00:00.000,
Active,Retail Sales,307501114,307501014,"HYP4FITNESS LLC; ALLAN, SHAYNE J",2150 NE 18TH ST UNIT 78,IA,Polk,77.0,77,8.0,GRIMES,50111-4735,713940.0,Fitness and Recreational Sports Centers,2023-01-01T00:00:00.000,
Active,Retail Sales,308701322,308701222,"MILLER, CARRIE B; BONAPARTE",507 2 ND,IA,Van Buren,89.0,89,2.0,BONAPARTE,52620-0000,722511.0,Full-Service Restaurants,2026-01-01T00:00:00.000,
Inactive,Retail Sales,108009692,,SCHLENKER CONSTRUCTION LLC,775 280TH STT,IA,Boone,8.0,8,3.0,OGDEN,50212-0000,237210.0,Land Subdivision,2010-01-01T00:00:00.000,2019-12-31T00:00:00.000
Inactive,Retail Sales,S00074179,S00074179,RALEY'S,500 W CAPITOL AVE,CA,,0.0,0,,WEST SACRAMENTO,95605-2624,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2017-02-24T00:00:00.000,2025-12-31T00:00:00.000
Active,Retail Sales,177114482,,"WOODS, VETA L; QUILTERS DESIRE",901 SE LITTLE BEAVER DR,IA,Polk,77.0,77,8.0,GRIMES,50111-1198,459130.0,"Sewing, Needlework, and Piece Goods Retailers",2009-12-21T00:00:00.000,
Active,Remote Sales,200154418,200154418,"SURGICAL ADVANTAGE LLC, SURGICAL ADVANTAGE",PO BOX 35565,OK,,0.0,0,,TULSA,74153-0565,,,2007-02-19T00:00:00.000,
Inactive,Retail Sales,302800612,302800512,"2590 INVESTORS LLC, CUBESMART 4475",2590 HUBBELL AVE,IA,Polk,0.0,77,1.0,DES MOINES,50317-6102,531120.0,Lessors of Nonresidential Buildings (except Miniwarehouses),2021-11-16T00:00:00.000,2023-03-09T00:00:00.000
Active,Retail Sales,814015,S00078023,MGS GROUP INC,3342 HIGHWOOD DR SE,DC,,0.0,0,,WASHINGTON,20020-2310,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2017-06-30T00:00:00.000,
Inactive,Retail Sales,604507334,,CONTINENTAL AT ST JOSEPHS INC,217 N 13 ST,IA,Appanoose,4.0,4,1.0,CENTERVILLE,52544-0000,,,2003-02-12T00:00:00.000,2021-11-11T00:00:00.000
Active,Remote Sales,200171398,200171398,MEDCOMP SCIENCES LLC,20203 MACHOST RD,LA,,0.0,0,,ZACHARY,70791-7236,,,2016-01-01T00:00:00.000,
Active,Retail Sales,196005810,7787,"CASEYS MARKETING COMPANY, CASEY'S MARKETING COMPANY, CASEY'S #2183",1807 OLD STAGE RD,IA,Winneshiek,77.0,96,1.0,DECORAH,52101-7482,445131.0,Convenience Retailers,1999-09-01T00:00:00.000,
Active,Retail Sales,300104131,300104031,"PETERSEN, ISAIAH; SAFE WATER IOWA",312 SW 48TH ST,IA,Polk,77.0,77,5.0,ANKENY,50023-8309,449210.0,Electronics and Appliance Retailers,2026-03-01T00:00:00.000,
Active,Remote Sales,200163084,200163084,OGMENTUM INC,PO BOX 4470,NV,,0.0,0,,STATELINE,89449-4470,4543.0,Direct Selling Establishments,2011-01-01T00:00:00.000,
Inactive,Retail Sales,634522719,,"WELCH, LARRY L; WELCH,LARRY L",2905 INDIGO AVE,IA,Floyd,34.0,34,6.0,MARBLE ROCK,50653-9689,,,2015-05-01T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,143006983,,"SOETMELK, MATTHEW L; CALLING ALL WILDLIFE",2589 300TH ST,IA,Harrison,43.0,43,3.0,MISSOURI VALLEY,51555-8050,4481.0,Clothing Stores,2021-05-15T00:00:00.000,
Active,Retail Sales,157055362,,"JENSEN, DOUGLAS R; D&S STUMP GRINDING",1001 TIARA DR NE,IA,Linn,57.0,57,1.0,CEDAR RAPIDS,52402-6751,561730.0,Landscaping Services,2013-04-15T00:00:00.000,
Active,Remote Sales,200179072,200179072,"VNU SPV LLC; DRORI, ERAN",10833 WILSHIRE BLVD APT 208,CA,,0.0,0,,LOS ANGELES,90024-4397,,,2018-02-01T00:00:00.000,
Inactive,Consumer Use,978002337,978002337,ANIMAL CLINIC OF COUNCIL BLUFFS PC,1735 MCPHERSON AVE,IA,Pottawattamie,78.0,78,1.0,COUNCIL BLUFFS,51503-4862,541940.0,Veterinary Services,2006-03-16T00:00:00.000,2022-06-30T00:00:00.000
Inactive,Retail Sales,197037422,,ABOVE PAR,407 KINGS HWY,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51104-1111,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors",2015-07-01T00:00:00.000,2020-12-31T00:00:00.000
Active,Remote Sales,200164487,200164487,MADER BEARING SUPPLY INC,PO BOX 950,AL,,0.0,0,,MOBILE,36601-0950,,,2012-12-01T00:00:00.000,
Inactive,Retail Sales,303404818,303404818,"LE TRAN LY LLC, SHANGHAI CHINESE RESTAURANT",4150 WESTOWN PKWY STE 205,IA,Polk,77.0,77,2.0,WEST DES MOINES,50266-5901,722511.0,Full-Service Restaurants,2022-02-16T00:00:00.000,2023-10-31T00:00:00.000
Active,Retail Sales,177112362,,A-1 ELECTRIC SERVICE LLC,1501 EVANS ST,IA,Polk,77.0,77,1.0,DES MOINES,50315-4444,238210.0,Electrical Contractors and Other Wiring Installation Contractors,2009-01-01T00:00:00.000,
Active,Retail Sales,128006507,,REICHER QUALITY TOOLS LLC,3057 300TH ST,IA,Delaware,28.0,28,4.0,HOPKINTON,52237-7640,3399.0,Other Miscellaneous Manufacturing,2015-08-01T00:00:00.000,
Inactive,Retail Sales,695512746,,"LANGERUD, RON; LANGERUD,RON",PO BOX 391,IA,Hancock,95.0,41,9.0,FOREST CITY,50436-0391,,,2008-02-07T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,308207215,308207115,"EATON, MIKEL G; EATON APPLIANCE",706 N CENTER ST # HOUSE,IA,Calhoun,13.0,13,1.0,LAKE CITY,51449-1033,811412.0,Appliance Repair and Maintenance,2023-03-02T00:00:00.000,
Inactive,Retail Sales,308103625,308103525,BY.ASHLEEMARIE,4814 MAPLE DR,IA,Polk,77.0,77,13.0,PLEASANT HILL,50327-2029,812112.0,Beauty Salons,2025-04-01T00:00:00.000,2025-10-27T00:00:00.000
Active,Retail Sales,141005298,,"CLARK, FRED; CLARK IMPLEMENT",1315 130TH ST,IA,Hancock,41.0,41,3.0,KANAWHA,50447-8064,459120.0,"Hobby, Toy, and Game Retailers",2014-04-02T00:00:00.000,
Inactive,Retail Sales,128004224,,"STRAUSER, GREGORY; WONDER WASH",947 E MAIN,IA,Delaware,28.0,28,1.0,MANCHESTER,52057-0000,811192.0,Car Washes,1985-10-01T00:00:00.000,2021-09-30T00:00:00.000
Active,Retail Sales,S00433624,S00433624,VON RUDEN MANUFACTURING INC,1008 1ST ST NE,MN,,0.0,0,,BUFFALO,55313-1755,,,2024-10-31T00:00:00.000,
Inactive,Retail Sales,126003800,,FABIUS CREEK LIVESTOCK SOL LLC,12718 275TH ST,IA,Davis,26.0,26,1.0,BLOOMFIELD,52537-7365,3111.0,Animal Food Manufacturing,2014-10-15T00:00:00.000,2019-01-01T00:00:00.000
Active,Retail Sales,303306611,303306611,"GRIT LLC DBA MADE OF METTLE; CROSSER, BRYAN",551 N F ST,IA,Monroe,68.0,68,1.0,ALBIA,52531-1240,713990.0,All Other Amusement and Recreation Industries,2022-01-15T00:00:00.000,
Active,Remote Sales,200140924,200140924,CORELLE BRANDS LLC,1600 DUBLIN RD BLDG,OH,,0.0,0,,COLUMBUS,43215-2095,4422.0,Home Furnishings Stores,1998-08-01T00:00:00.000,
Active,Retail Sales,306607613,306607613,"WHEEL GROUP HOLDINGS, LLC",1050 N VINEYARD AVE,CA,,0.0,0,,ONTARIO,91764-3172,,,2022-10-10T00:00:00.000,
